지점,지점명,일시,월합강수량(00~24h만)(mm)
140,군산,1997-02,44.4
140,군산,1997-03,43.7
140,군산,1997-04,53.1
140,군산,1997-05,137.7
140,군산,1997-06,191
140,군산,1997-07,262.3
140,군산,1997-08,132.1
140,군산,1997-09,28.5
140,군산,1997-10,13.3
140,군산,1997-11,174.6
140,군산,1997-12,52.8
140,군산,1998-01,34.4
140,군산,1998-02,25.1
140,군산,1998-03,20.8
140,군산,1998-04,177.9
140,군산,1998-05,79
140,군산,1998-06,340.2
140,군산,1998-07,217.4
140,군산,1998-08,406.6
140,군산,1998-09,255.5
140,군산,1998-10,90.7
140,군산,1998-11,32.6
140,군산,1998-12,2
140,군산,1999-01,20.7
140,군산,1999-02,28.6
140,군산,1999-03,70
140,군산,1999-04,80.5
140,군산,1999-05,106.5
140,군산,1999-06,176.4
140,군산,1999-07,156.1
140,군산,1999-08,161.7
140,군산,1999-09,264.6
140,군산,1999-10,179.1
140,군산,1999-11,16.5
140,군산,1999-12,26.1
140,군산,2000-01,24.4
140,군산,2000-02,2.2
140,군산,2000-03,12.9
140,군산,2000-04,35.9
140,군산,2000-05,33.9
140,군산,2000-06,315.5
140,군산,2000-07,152.9
140,군산,2000-08,748.4
140,군산,2000-09,254
140,군산,2000-10,48
140,군산,2000-11,51.8
140,군산,2000-12,17.1
140,군산,2001-01,94.3
140,군산,2001-02,71.4
140,군산,2001-03,14.2
140,군산,2001-04,25.8
140,군산,2001-05,8.4
140,군산,2001-06,122.2
140,군산,2001-07,160
140,군산,2001-08,138
140,군산,2001-09,9.1
140,군산,2001-10,78.2
140,군산,2001-11,16.9
140,군산,2001-12,32.7
140,군산,2002-01,50
140,군산,2002-02,7.3
140,군산,2002-03,30.8
140,군산,2002-04,166
140,군산,2002-05,137.6
140,군산,2002-06,68.8
140,군산,2002-07,193.4
140,군산,2002-08,316.2
140,군산,2002-09,49.5
140,군산,2002-10,73.5
140,군산,2002-11,29.4
140,군산,2002-12,70.7
140,군산,2003-01,30.8
140,군산,2003-02,36.1
140,군산,2003-03,44
140,군산,2003-04,244.5
140,군산,2003-05,118
140,군산,2003-06,135.3
140,군산,2003-07,513.1
140,군산,2003-08,186.7
140,군산,2003-09,130.1
140,군산,2003-10,27
140,군산,2003-11,31.6
140,군산,2003-12,12
140,군산,2004-01,22.2
140,군산,2004-02,24.8
140,군산,2004-03,36
140,군산,2004-04,62.4
140,군산,2004-05,103.5
140,군산,2004-06,233
140,군산,2004-07,390.2
140,군산,2004-08,254.1
140,군산,2004-09,179.7
140,군산,2004-10,3.5
140,군산,2004-11,80.2
140,군산,2004-12,42.1
140,군산,2005-01,6.5
140,군산,2005-02,40.5
140,군산,2005-03,39.6
140,군산,2005-04,51.7
140,군산,2005-05,80.6
140,군산,2005-06,132
140,군산,2005-07,550.2
140,군산,2005-08,321.4
140,군산,2005-09,176
140,군산,2005-10,29.6
140,군산,2005-11,25.3
140,군산,2005-12,55.1
140,군산,2006-01,27
140,군산,2006-02,42.6
140,군산,2006-03,10.2
140,군산,2006-04,110.3
140,군산,2006-05,94.1
140,군산,2006-06,124.8
140,군산,2006-07,546.9
140,군산,2006-08,69.5
140,군산,2006-09,35.5
140,군산,2006-10,31.1
140,군산,2006-11,50.9
140,군산,2006-12,30.9
140,군산,2007-01,11.5
140,군산,2007-02,43.8
140,군산,2007-03,111.5
140,군산,2007-04,31.5
140,군산,2007-05,103
140,군산,2007-06,119.6
140,군산,2007-07,310.9
140,군산,2007-08,241
140,군산,2007-09,575.6
140,군산,2007-10,42.8
140,군산,2007-11,15.5
140,군산,2007-12,48.8
140,군산,2008-01,31.5
140,군산,2008-02,8.1
140,군산,2008-03,47
140,군산,2008-04,45.5
140,군산,2008-05,74.1
140,군산,2008-06,281.4
140,군산,2008-07,119.1
140,군산,2008-08,198.7
140,군산,2008-09,22.5
140,군산,2008-10,27.1
140,군산,2008-11,17.5
140,군산,2008-12,28.5
140,군산,2009-01,20.7
140,군산,2009-02,25
140,군산,2009-03,49.6
140,군산,2009-04,43
140,군산,2009-05,126.4
140,군산,2009-06,156.6
140,군산,2009-07,335.7
140,군산,2009-08,116
140,군산,2009-09,49.7
140,군산,2009-10,21
140,군산,2009-11,34.3
140,군산,2009-12,44.7
140,군산,2010-01,37
140,군산,2010-02,92.5
140,군산,2010-03,63.8
140,군산,2010-04,68.4
140,군산,2010-05,132.8
140,군산,2010-06,18.9
140,군산,2010-07,375.6
140,군산,2010-08,362.3
140,군산,2010-09,144.9
140,군산,2010-10,8.8
140,군산,2010-11,10.4
140,군산,2010-12,32.1
140,군산,2011-01,8.9
140,군산,2011-02,63.5
140,군산,2011-03,12
140,군산,2011-04,73.3
140,군산,2011-05,85.1
140,군산,2011-06,253.2
140,군산,2011-07,644.5
140,군산,2011-08,292.4
140,군산,2011-09,86.9
140,군산,2011-10,15.5
140,군산,2011-11,83.7
140,군산,2011-12,15.2
140,군산,2012-01,25.3
140,군산,2012-02,8.5
140,군산,2012-03,43.3
140,군산,2012-04,91.2
140,군산,2012-05,23.7
140,군산,2012-06,83.2
140,군산,2012-07,305.2
140,군산,2012-08,710.1
140,군산,2012-09,198.5
140,군산,2012-10,54.2
140,군산,2012-11,52.7
140,군산,2012-12,63.6
140,군산,2013-01,29.2
140,군산,2013-02,63.3
140,군산,2013-03,62.1
140,군산,2013-04,94.1
140,군산,2013-05,157.5
140,군산,2013-06,38.4
140,군산,2013-07,293
140,군산,2013-08,108.2
140,군산,2013-09,114.2
140,군산,2013-10,10.4
140,군산,2013-11,95.4
140,군산,2013-12,26.6
140,군산,2014-01,6.9
140,군산,2014-02,9.1
140,군산,2014-03,89.9
140,군산,2014-04,97.7
140,군산,2014-05,58.2
140,군산,2014-06,82.4
140,군산,2014-07,113.2
140,군산,2014-08,293.2
140,군산,2014-09,128.2
140,군산,2014-10,128.7
140,군산,2014-11,69
140,군산,2014-12,64.5
140,군산,2015-01,41.4
140,군산,2015-02,25.8
140,군산,2015-03,44
140,군산,2015-04,114.9
140,군산,2015-05,45.7
140,군산,2015-06,120.4
140,군산,2015-07,113
140,군산,2015-08,31
140,군산,2015-09,66.9
140,군산,2015-10,99.3
140,군산,2015-11,150.1
140,군산,2015-12,43.3
140,군산,2016-01,42.4
140,군산,2016-02,46.1
140,군산,2016-03,24.1
140,군산,2016-04,166.6
140,군산,2016-05,102.9
140,군산,2016-06,37.4
140,군산,2016-07,327.2
140,군산,2016-08,10
140,군산,2016-09,192.1
140,군산,2016-10,112.3
140,군산,2016-11,31.9
140,군산,2016-12,51.4
140,군산,2017-01,16.9
140,군산,2017-02,36.8
140,군산,2017-03,12.8
140,군산,2017-04,61.6
140,군산,2017-05,39.3
140,군산,2017-06,37
140,군산,2017-07,221.1
140,군산,2017-08,164.7
140,군산,2017-09,90.2
140,군산,2017-10,28
140,군산,2017-11,19.1
140,군산,2017-12,46.9
140,군산,2018-01,27.4
140,군산,2018-02,33.5
140,군산,2018-03,96.3
140,군산,2018-04,122
140,군산,2018-05,139.6
140,군산,2018-06,101.1
140,군산,2018-07,316.3
140,군산,2018-08,495.9
140,군산,2018-09,77.5
140,군산,2018-10,138.1
140,군산,2018-11,52
140,군산,2018-12,37.4
140,군산,2019-01,6.7
140,군산,2019-02,35.7
140,군산,2019-03,33.6
140,군산,2019-04,78.8
140,군산,2019-05,44.3
140,군산,2019-06,74.8
140,군산,2019-07,198.1
140,군산,2019-08,104.5
140,군산,2019-09,185.2
140,군산,2019-10,98.4
140,군산,2019-11,114.7
140,군산,2019-12,33.3
140,군산,2020-01,70.6
140,군산,2020-02,60.5
140,군산,2020-03,16.8
140,군산,2020-04,20.3
140,군산,2020-05,98.7
140,군산,2020-06,196.6
140,군산,2020-07,446.2
140,군산,2020-08,520.6
140,군산,2020-09,171
140,군산,2020-10,4.1
140,군산,2020-11,47.6
140,군산,2020-12,11.8
140,군산,2021-01,28.8
140,군산,2021-02,13.8
140,군산,2021-03,91.9
140,군산,2021-04,43.9
140,군산,2021-05,137
140,군산,2021-06,98.8
140,군산,2021-07,251.3
140,군산,2021-08,218.3
140,군산,2021-09,138.8
140,군산,2021-10,32.7
140,군산,2021-11,81.9
140,군산,2021-12,14.5
140,군산,2022-01,4.3
140,군산,2022-02,7.1
140,군산,2022-03,78.6
140,군산,2022-04,83.3
140,군산,2022-05,4.9
140,군산,2022-06,94.9
140,군산,2022-07,152.2
140,군산,2022-08,340.9
140,군산,2022-09,80.6
140,군산,2022-10,73.8
140,군산,2022-11,75.4
140,군산,2022-12,47.4
140,군산,2023-01,27
140,군산,2023-02,4.9
140,군산,2023-03,19.6
140,군산,2023-04,66.1
143,대구,1961-01,9.5
143,대구,1961-02,17.7
143,대구,1961-03,99.4
143,대구,1961-04,50.6
143,대구,1961-05,97.9
143,대구,1961-06,87.6
143,대구,1961-07,417.5
143,대구,1961-08,302.1
143,대구,1961-09,125.8
143,대구,1961-10,136.1
143,대구,1961-11,70.6
143,대구,1961-12,43.1
143,대구,1962-01,7.9
143,대구,1962-02,6.8
143,대구,1962-03,16.4
143,대구,1962-04,50.8
143,대구,1962-05,22.5
143,대구,1962-06,83.7
143,대구,1962-07,154.3
143,대구,1962-08,253.9
143,대구,1962-09,205.9
143,대구,1962-10,28.8
143,대구,1962-11,37.3
143,대구,1962-12,5.8
143,대구,1963-01,2.9
143,대구,1963-02,1.3
143,대구,1963-03,21.3
143,대구,1963-04,85.1
143,대구,1963-05,110.4
143,대구,1963-06,373.1
143,대구,1963-07,248.9
143,대구,1963-08,135.3
143,대구,1963-09,6.9
143,대구,1963-10,23.9
143,대구,1963-11,4
143,대구,1963-12,18.7
143,대구,1964-01,28.6
143,대구,1964-02,51.5
143,대구,1964-03,62.9
143,대구,1964-04,170.1
143,대구,1964-05,65.5
143,대구,1964-06,50.3
143,대구,1964-07,257.1
143,대구,1964-08,11.8
143,대구,1964-09,174.1
143,대구,1964-10,18.4
143,대구,1964-11,13.6
143,대구,1964-12,.2
143,대구,1965-01,27
143,대구,1965-02,14.1
143,대구,1965-03,28.9
143,대구,1965-04,43.2
143,대구,1965-05,64.5
143,대구,1965-06,27
143,대구,1965-07,532.9
143,대구,1965-08,145
143,대구,1965-09,3.1
143,대구,1965-10,18.6
143,대구,1965-11,95.8
143,대구,1965-12,14.3
143,대구,1966-01,2.4
143,대구,1966-02,56.1
143,대구,1966-03,152.2
143,대구,1966-04,39
143,대구,1966-05,119
143,대구,1966-06,75.5
143,대구,1966-07,165.8
143,대구,1966-08,140.6
143,대구,1966-09,63.2
143,대구,1966-10,84.4
143,대구,1966-11,28.4
143,대구,1966-12,7.2
143,대구,1967-01,27
143,대구,1967-02,22.6
143,대구,1967-03,57.7
143,대구,1967-04,99.3
143,대구,1967-05,33.9
143,대구,1967-06,186.8
143,대구,1967-07,105.8
143,대구,1967-08,119.7
143,대구,1967-09,146.8
143,대구,1967-10,41.4
143,대구,1967-11,68
143,대구,1967-12,2.3
143,대구,1968-01,2.9
143,대구,1968-02,6
143,대구,1968-03,51.2
143,대구,1968-04,36.7
143,대구,1968-05,32.1
143,대구,1968-06,42.2
143,대구,1968-07,191.2
143,대구,1968-08,288.2
143,대구,1968-09,50.3
143,대구,1968-10,74.4
143,대구,1968-11,21.7
143,대구,1968-12,5.6
143,대구,1969-01,49.2
143,대구,1969-02,34.1
143,대구,1969-03,8.2
143,대구,1969-04,109.4
143,대구,1969-05,105.5
143,대구,1969-06,56.2
143,대구,1969-07,238.1
143,대구,1969-08,286.9
143,대구,1969-09,306.5
143,대구,1969-11,18
143,대구,1969-12,19.1
143,대구,1970-01,1.2
143,대구,1970-02,47
143,대구,1970-03,14.8
143,대구,1970-04,58.2
143,대구,1970-05,135.8
143,대구,1970-06,128
143,대구,1970-07,488.9
143,대구,1970-08,192.9
143,대구,1970-09,168.4
143,대구,1970-10,58.4
143,대구,1970-11,17.1
143,대구,1970-12,8.7
143,대구,1971-01,23.4
143,대구,1971-02,24.9
143,대구,1971-03,36.9
143,대구,1971-04,44
143,대구,1971-05,50.6
143,대구,1971-06,154.9
143,대구,1971-07,189.3
143,대구,1971-08,117.7
143,대구,1971-09,66.6
143,대구,1971-10,5.1
143,대구,1971-11,7.3
143,대구,1971-12,1.8
143,대구,1972-01,47.4
143,대구,1972-02,19.7
143,대구,1972-03,135.8
143,대구,1972-04,57.1
143,대구,1972-05,138.2
143,대구,1972-06,74.7
143,대구,1972-07,265.6
143,대구,1972-08,251.8
143,대구,1972-09,88.3
143,대구,1972-10,24.3
143,대구,1972-11,81.1
143,대구,1972-12,22.6
143,대구,1973-01,65.8
143,대구,1973-02,16.7
143,대구,1973-03,6.6
143,대구,1973-04,135.1
143,대구,1973-05,98.2
143,대구,1973-06,51.5
143,대구,1973-07,119.5
143,대구,1973-08,120.6
143,대구,1973-09,135.3
143,대구,1973-10,99.3
143,대구,1973-11,13.3
143,대구,1973-12,2.5
143,대구,1974-01,11.1
143,대구,1974-02,17.2
143,대구,1974-03,29.6
143,대구,1974-04,130.7
143,대구,1974-05,137.1
143,대구,1974-06,123
143,대구,1974-07,390.3
143,대구,1974-08,218.9
143,대구,1974-09,15
143,대구,1974-10,92.5
143,대구,1974-11,9.6
143,대구,1974-12,39.6
143,대구,1975-01,17.1
143,대구,1975-02,13.7
143,대구,1975-03,49.4
143,대구,1975-04,99.2
143,대구,1975-05,75.8
143,대구,1975-06,117.6
143,대구,1975-07,303.8
143,대구,1975-08,74
143,대구,1975-09,119.2
143,대구,1975-10,62.9
143,대구,1975-11,81.4
143,대구,1975-12,29.5
143,대구,1976-01,.7
143,대구,1976-02,79.1
143,대구,1976-03,56.3
143,대구,1976-04,97.6
143,대구,1976-05,35.2
143,대구,1976-06,93.4
143,대구,1976-07,44.4
143,대구,1976-08,217
143,대구,1976-09,24.8
143,대구,1976-10,43
143,대구,1976-11,21.3
143,대구,1976-12,20.7
143,대구,1977-01,2.3
143,대구,1977-02,0
143,대구,1977-03,51.4
143,대구,1977-04,159.4
143,대구,1977-05,48.2
143,대구,1977-06,78.1
143,대구,1977-07,73.7
143,대구,1977-08,95.7
143,대구,1977-09,123
143,대구,1977-10,20.2
143,대구,1977-11,97.5
143,대구,1977-12,20.2
143,대구,1978-01,9.5
143,대구,1978-02,27.6
143,대구,1978-03,27.6
143,대구,1978-04,37.2
143,대구,1978-05,14.6
143,대구,1978-06,419.4
143,대구,1978-07,164.5
143,대구,1978-08,131
143,대구,1978-09,56.6
143,대구,1978-10,79.5
143,대구,1978-11,31.3
143,대구,1978-12,13.9
143,대구,1979-01,17.5
143,대구,1979-02,60.4
143,대구,1979-03,50.9
143,대구,1979-04,68
143,대구,1979-05,127.1
143,대구,1979-06,132.6
143,대구,1979-07,132.5
143,대구,1979-08,218.2
143,대구,1979-09,174.9
143,대구,1979-10,3.6
143,대구,1979-11,7.4
143,대구,1979-12,24.5
143,대구,1980-01,26.3
143,대구,1980-02,4.7
143,대구,1980-03,44.4
143,대구,1980-04,131.4
143,대구,1980-05,87.2
143,대구,1980-06,90
143,대구,1980-07,294.1
143,대구,1980-08,258.2
143,대구,1980-09,119.5
143,대구,1980-10,82.9
143,대구,1980-11,44.3
143,대구,1980-12,13.1
143,대구,1981-01,18.9
143,대구,1981-02,29.9
143,대구,1981-03,13.5
143,대구,1981-04,38.5
143,대구,1981-05,36
143,대구,1981-06,148.1
143,대구,1981-07,102.8
143,대구,1981-08,314.7
143,대구,1981-09,230.9
143,대구,1981-10,29.2
143,대구,1981-11,23.7
143,대구,1981-12,8.8
143,대구,1982-01,9.6
143,대구,1982-02,17.6
143,대구,1982-03,50.4
143,대구,1982-04,52.8
143,대구,1982-05,28.7
143,대구,1982-06,28.5
143,대구,1982-07,143
143,대구,1982-08,394.6
143,대구,1982-09,15.4
143,대구,1982-10,19.3
143,대구,1982-11,63.5
143,대구,1982-12,11.3
143,대구,1983-01,15.3
143,대구,1983-02,22.3
143,대구,1983-03,76.6
143,대구,1983-04,88.6
143,대구,1983-05,32.2
143,대구,1983-06,140.6
143,대구,1983-07,267.5
143,대구,1983-08,88.8
143,대구,1983-09,214
143,대구,1983-10,52.3
143,대구,1983-11,3.4
143,대구,1983-12,1.5
143,대구,1984-01,0
143,대구,1984-02,8
143,대구,1984-03,12.2
143,대구,1984-04,136.5
143,대구,1984-05,41.3
143,대구,1984-06,165.9
143,대구,1984-07,341.8
143,대구,1984-08,206
143,대구,1984-09,205.8
143,대구,1984-10,14.9
143,대구,1984-11,52.6
143,대구,1984-12,3.5
143,대구,1985-01,0
143,대구,1985-02,21.3
143,대구,1985-03,72.1
143,대구,1985-04,70.2
143,대구,1985-05,105.7
143,대구,1985-06,167.3
143,대구,1985-07,186.8
143,대구,1985-08,338.4
143,대구,1985-09,262
143,대구,1985-10,124
143,대구,1985-11,37
143,대구,1985-12,11.8
143,대구,1986-01,.9
143,대구,1986-02,20.4
143,대구,1986-03,51.6
143,대구,1986-04,34.8
143,대구,1986-05,97.4
143,대구,1986-06,226.9
143,대구,1986-07,136
143,대구,1986-08,178.4
143,대구,1986-09,123.4
143,대구,1986-10,78.6
143,대구,1986-11,10.6
143,대구,1986-12,34.8
143,대구,1987-01,44.4
143,대구,1987-02,43.9
143,대구,1987-03,51.4
143,대구,1987-04,42.7
143,대구,1987-05,62.3
143,대구,1987-06,138.7
143,대구,1987-07,275.7
143,대구,1987-08,327.2
143,대구,1987-09,11
143,대구,1987-10,44.6
143,대구,1987-11,51.8
143,대구,1987-12,.4
143,대구,1988-01,12.6
143,대구,1988-02,2.9
143,대구,1988-03,45.2
143,대구,1988-04,49.6
143,대구,1988-05,64.1
143,대구,1988-06,85.9
143,대구,1988-07,215.1
143,대구,1988-08,74.5
143,대구,1988-09,52.7
143,대구,1988-10,3.9
143,대구,1988-11,3.4
143,대구,1988-12,7.1
143,대구,1989-01,110.7
143,대구,1989-02,90.5
143,대구,1989-03,100.4
143,대구,1989-04,34.1
143,대구,1989-05,46.3
143,대구,1989-06,103.3
143,대구,1989-07,306.6
143,대구,1989-08,149.8
143,대구,1989-09,196.4
143,대구,1989-10,18.8
143,대구,1989-11,61.9
143,대구,1989-12,28.6
143,대구,1990-01,22.3
143,대구,1990-02,85.5
143,대구,1990-03,45.3
143,대구,1990-04,90.5
143,대구,1990-05,143.1
143,대구,1990-06,208.5
143,대구,1990-07,251.3
143,대구,1990-08,136.7
143,대구,1990-09,197
143,대구,1990-10,13.9
143,대구,1990-11,43.5
143,대구,1990-12,2.1
143,대구,1991-01,20.6
143,대구,1991-02,44.4
143,대구,1991-03,79.3
143,대구,1991-04,93.2
143,대구,1991-05,21.9
143,대구,1991-06,104.7
143,대구,1991-07,425.3
143,대구,1991-08,282.5
143,대구,1991-09,154.1
143,대구,1991-10,1.3
143,대구,1991-11,13.4
143,대구,1991-12,55.5
143,대구,1992-01,11.1
143,대구,1992-02,13.3
143,대구,1992-03,57.1
143,대구,1992-04,124.3
143,대구,1992-05,55.4
143,대구,1992-06,11.7
143,대구,1992-07,186.1
143,대구,1992-08,169.5
143,대구,1992-09,131.5
143,대구,1992-10,18.8
143,대구,1992-11,13.4
143,대구,1992-12,19.5
143,대구,1993-01,34.8
143,대구,1993-02,43.7
143,대구,1993-03,53.4
143,대구,1993-04,19.1
143,대구,1993-05,127.6
143,대구,1993-06,208.4
143,대구,1993-07,208.5
143,대구,1993-08,309.1
143,대구,1993-09,77.1
143,대구,1993-10,37.7
143,대구,1993-11,48.8
143,대구,1993-12,13.5
143,대구,1994-01,25.9
143,대구,1994-02,24.5
143,대구,1994-03,26.5
143,대구,1994-04,29.5
143,대구,1994-05,87.8
143,대구,1994-06,83.5
143,대구,1994-07,67.4
143,대구,1994-08,72.3
143,대구,1994-09,38.2
143,대구,1994-10,84.4
143,대구,1994-11,22
143,대구,1994-12,5.5
143,대구,1995-01,24.1
143,대구,1995-02,15.5
143,대구,1995-03,42.4
143,대구,1995-04,70.6
143,대구,1995-05,60.7
143,대구,1995-06,68.7
143,대구,1995-07,123.7
143,대구,1995-08,261
143,대구,1995-09,22.3
143,대구,1995-10,34.6
143,대구,1995-11,4.5
143,대구,1995-12,.7
143,대구,1996-01,18.7
143,대구,1996-02,1.3
143,대구,1996-03,110.9
143,대구,1996-04,58.3
143,대구,1996-05,49.2
143,대구,1996-06,313.2
143,대구,1996-07,120.1
143,대구,1996-08,82.5
143,대구,1996-09,37.6
143,대구,1996-10,30.2
143,대구,1996-11,48.4
143,대구,1996-12,18.1
143,대구,1997-01,5.3
143,대구,1997-02,12.3
143,대구,1997-03,25
143,대구,1997-04,50.1
143,대구,1997-05,97.2
143,대구,1997-06,195.4
143,대구,1997-07,317.9
143,대구,1997-08,222.9
143,대구,1997-09,17
143,대구,1997-10,2.4
143,대구,1997-11,136.3
143,대구,1997-12,40.4
143,대구,1998-01,35.9
143,대구,1998-02,26.2
143,대구,1998-03,29.1
143,대구,1998-04,121.3
143,대구,1998-05,94.6
143,대구,1998-06,199
143,대구,1998-07,160.9
143,대구,1998-08,347.9
143,대구,1998-09,297.5
143,대구,1998-10,53.6
143,대구,1998-11,15.8
143,대구,1998-12,0
143,대구,1999-01,7.5
143,대구,1999-02,25.5
143,대구,1999-03,88
143,대구,1999-04,63.5
143,대구,1999-05,142.2
143,대구,1999-06,152.6
143,대구,1999-07,127.5
143,대구,1999-08,294.5
143,대구,1999-09,398.3
143,대구,1999-10,60.2
143,대구,1999-11,17.6
143,대구,1999-12,0
143,대구,2000-01,9.2
143,대구,2000-02,0
143,대구,2000-03,27.4
143,대구,2000-04,27.2
143,대구,2000-05,53.2
143,대구,2000-06,133.4
143,대구,2000-07,259.8
143,대구,2000-08,219.8
143,대구,2000-09,281.3
143,대구,2000-10,25.3
143,대구,2000-11,47.5
143,대구,2000-12,3.2
143,대구,2001-01,31.1
143,대구,2001-02,61.9
143,대구,2001-03,5.6
143,대구,2001-04,19.5
143,대구,2001-05,61.1
143,대구,2001-06,282.9
143,대구,2001-07,120.9
143,대구,2001-08,73.6
143,대구,2001-09,126.2
143,대구,2001-10,64.9
143,대구,2001-11,8
143,대구,2001-12,22.6
143,대구,2002-01,51.8
143,대구,2002-02,1.5
143,대구,2002-03,50.5
143,대구,2002-04,72.5
143,대구,2002-05,94.2
143,대구,2002-06,23.3
143,대구,2002-07,169.4
143,대구,2002-08,680.3
143,대구,2002-09,68.4
143,대구,2002-10,48
143,대구,2002-11,2.8
143,대구,2002-12,28.6
143,대구,2003-01,24.9
143,대구,2003-02,41
143,대구,2003-03,41.1
143,대구,2003-04,150
143,대구,2003-05,233.7
143,대구,2003-06,168.5
143,대구,2003-07,535.6
143,대구,2003-08,195.4
143,대구,2003-09,292.2
143,대구,2003-10,15
143,대구,2003-11,41.5
143,대구,2003-12,11
143,대구,2004-01,1.2
143,대구,2004-02,32.9
143,대구,2004-03,12.5
143,대구,2004-04,75.6
143,대구,2004-05,82.8
143,대구,2004-06,296
143,대구,2004-07,137.5
143,대구,2004-08,370.3
143,대구,2004-09,141.1
143,대구,2004-10,5.8
143,대구,2004-11,47.3
143,대구,2004-12,19.4
143,대구,2005-01,6.5
143,대구,2005-02,16.6
143,대구,2005-03,67.1
143,대구,2005-04,44.8
143,대구,2005-05,32.6
143,대구,2005-06,119
143,대구,2005-07,193.6
143,대구,2005-08,280.2
143,대구,2005-09,49.9
143,대구,2005-10,6.7
143,대구,2005-11,14.5
143,대구,2005-12,2.8
143,대구,2006-01,14.8
143,대구,2006-02,25.2
143,대구,2006-03,11.5
143,대구,2006-04,64.9
143,대구,2006-05,120.3
143,대구,2006-06,64
143,대구,2006-07,568.1
143,대구,2006-08,127.6
143,대구,2006-09,75.7
143,대구,2006-10,16.7
143,대구,2006-11,35.2
143,대구,2006-12,7.5
143,대구,2007-01,0
143,대구,2007-02,30
143,대구,2007-03,64.7
143,대구,2007-04,24.7
143,대구,2007-05,44.5
143,대구,2007-06,81.1
143,대구,2007-07,107.6
143,대구,2007-08,198
143,대구,2007-09,364.7
143,대구,2007-10,29.7
143,대구,2007-11,0
143,대구,2007-12,28.9
143,대구,2008-01,38.2
143,대구,2008-02,5
143,대구,2008-03,23.8
143,대구,2008-04,54.5
143,대구,2008-05,82.5
143,대구,2008-06,187.3
143,대구,2008-07,77.7
143,대구,2008-08,235.3
143,대구,2008-09,21.9
143,대구,2008-10,12
143,대구,2008-11,11.7
143,대구,2008-12,11.5
143,대구,2009-01,7.1
143,대구,2009-02,23.5
143,대구,2009-03,19.2
143,대구,2009-04,21.3
143,대구,2009-05,104.4
143,대구,2009-06,136.3
143,대구,2009-07,338
143,대구,2009-08,49.5
143,대구,2009-09,41.5
143,대구,2009-10,25.8
143,대구,2009-11,32.4
143,대구,2009-12,33.5
143,대구,2010-01,15.2
143,대구,2010-02,58.1
143,대구,2010-03,59.1
143,대구,2010-04,63.5
143,대구,2010-05,97.5
143,대구,2010-06,35.9
143,대구,2010-07,247.8
143,대구,2010-08,396
143,대구,2010-09,160.5
143,대구,2010-10,41.8
143,대구,2010-11,1.7
143,대구,2010-12,27.4
143,대구,2011-01,1
143,대구,2011-02,64.4
143,대구,2011-03,16.5
143,대구,2011-04,104.5
143,대구,2011-05,156.8
143,대구,2011-06,173
143,대구,2011-07,427.7
143,대구,2011-08,253.6
143,대구,2011-09,38.5
143,대구,2011-10,115
143,대구,2011-11,69.8
143,대구,2011-12,9.6
143,대구,2012-01,8.1
143,대구,2012-02,7.1
143,대구,2012-03,82.1
143,대구,2012-04,74.4
143,대구,2012-05,50.6
143,대구,2012-06,85.1
143,대구,2012-07,202.5
143,대구,2012-08,327.1
143,대구,2012-09,241.5
143,대구,2012-10,28.1
143,대구,2012-11,32.5
143,대구,2012-12,50.8
143,대구,2013-01,17.7
143,대구,2013-02,27.3
143,대구,2013-03,55.1
143,대구,2013-04,60.5
143,대구,2013-05,70.5
143,대구,2013-06,63.1
143,대구,2013-07,249.3
143,대구,2013-08,203
143,대구,2013-09,96.7
143,대구,2013-10,107.5
143,대구,2013-11,39.8
143,대구,2013-12,5.9
143,대구,2014-01,1.7
143,대구,2014-02,7
143,대구,2014-03,110.5
143,대구,2014-04,105
143,대구,2014-05,24.4
143,대구,2014-06,28.2
143,대구,2014-07,142.6
143,대구,2014-08,402.8
143,대구,2014-09,110.5
143,대구,2014-10,88.6
143,대구,2014-11,45.3
143,대구,2014-12,5.5
143,대구,2015-01,24.1
143,대구,2015-02,14.6
143,대구,2015-03,50.5
143,대구,2015-04,82.7
143,대구,2015-05,34.7
143,대구,2015-06,62.1
143,대구,2015-07,157.5
143,대구,2015-08,269.5
143,대구,2015-09,70.3
143,대구,2015-10,38.1
143,대구,2015-11,70.9
143,대구,2015-12,33.5
143,대구,2016-01,23.8
143,대구,2016-02,15.5
143,대구,2016-03,67.5
143,대구,2016-04,151
143,대구,2016-05,65
143,대구,2016-06,45.7
143,대구,2016-07,307.3
143,대구,2016-08,81.2
143,대구,2016-09,306.5
143,대구,2016-10,111.5
143,대구,2016-11,11.3
143,대구,2016-12,41
143,대구,2017-01,2.5
143,대구,2017-02,25.7
143,대구,2017-03,38.4
143,대구,2017-04,53
143,대구,2017-05,33.1
143,대구,2017-06,71.5
143,대구,2017-07,105.3
143,대구,2017-08,171.3
143,대구,2017-09,97.5
143,대구,2017-10,54.3
143,대구,2017-11,.1
143,대구,2017-12,11
143,대구,2018-01,21.1
143,대구,2018-02,25.1
143,대구,2018-03,98.7
143,대구,2018-04,113
143,대구,2018-05,99.7
143,대구,2018-06,121.1
143,대구,2018-07,169.6
143,대구,2018-08,334.2
143,대구,2018-09,109
143,대구,2018-10,165.1
143,대구,2018-11,17.2
143,대구,2018-12,23.8
143,대구,2019-01,9.5
143,대구,2019-02,26.2
143,대구,2019-03,20.7
143,대구,2019-04,88
143,대구,2019-05,25.7
