지점,지점명,일시,월합강수량(00~24h만)(mm)
159,부산,2010-09,182.5
159,부산,2010-10,72.6
159,부산,2010-11,2
159,부산,2010-12,38.5
159,부산,2011-01,0
159,부산,2011-02,70.9
159,부산,2011-03,31.2
159,부산,2011-04,100
159,부산,2011-05,170
159,부산,2011-06,243.2
159,부산,2011-07,418.1
159,부산,2011-08,110
159,부산,2011-09,56.8
159,부산,2011-10,142.5
159,부산,2011-11,128.7
159,부산,2011-12,7.2
159,부산,2012-01,19.5
159,부산,2012-02,22.1
159,부산,2012-03,173.9
159,부산,2012-04,213.8
159,부산,2012-05,36.1
159,부산,2012-06,97.8
159,부산,2012-07,502
159,부산,2012-08,169.4
159,부산,2012-09,356
159,부산,2012-10,146.5
159,부산,2012-11,83.5
159,부산,2012-12,162.7
159,부산,2013-01,22.5
159,부산,2013-02,46.6
159,부산,2013-03,93.7
159,부산,2013-04,136.2
159,부산,2013-05,201
159,부산,2013-06,159
159,부산,2013-07,131
159,부산,2013-08,144.5
159,부산,2013-09,30.2
159,부산,2013-10,91.2
159,부산,2013-11,61.6
159,부산,2013-12,12.6
159,부산,2014-01,9.6
159,부산,2014-02,44.1
159,부산,2014-03,136.7
159,부산,2014-04,147.8
159,부산,2014-05,145.9
159,부산,2014-06,44.5
159,부산,2014-07,169.3
159,부산,2014-08,642.2
159,부산,2014-09,128.7
159,부산,2014-10,162.5
159,부산,2014-11,40.5
159,부산,2014-12,21.3
159,부산,2015-01,50.7
159,부산,2015-02,30.5
159,부산,2015-03,76.5
159,부산,2015-04,268
159,부산,2015-05,183
159,부산,2015-06,69.2
159,부산,2015-07,176.7
159,부산,2015-08,132.5
159,부산,2015-09,172
159,부산,2015-10,62
159,부산,2015-11,124.1
159,부산,2015-12,51.5
159,부산,2016-01,59.5
159,부산,2016-02,63.7
159,부산,2016-03,133.5
159,부산,2016-04,198.5
159,부산,2016-05,108.8
159,부산,2016-06,115.2
159,부산,2016-07,188.8
159,부산,2016-08,141.5
159,부산,2016-09,407.9
159,부산,2016-10,182.4
159,부산,2016-11,56.6
159,부산,2016-12,103.8
159,부산,2017-01,12
159,부산,2017-02,33.8
159,부산,2017-03,35.7
159,부산,2017-04,105.1
159,부산,2017-05,39.2
159,부산,2017-06,49.8
159,부산,2017-07,172.1
159,부산,2017-08,82.5
159,부산,2017-09,335
159,부산,2017-10,138.3
159,부산,2017-11,.3
159,부산,2017-12,10.6
159,부산,2018-01,40.9
159,부산,2018-02,52.5
159,부산,2018-03,206.1
159,부산,2018-04,156.4
159,부산,2018-05,155.8
159,부산,2018-06,276.7
159,부산,2018-07,122.1
159,부산,2018-08,169.7
159,부산,2018-09,308.4
159,부산,2018-10,123.7
159,부산,2018-11,107.3
159,부산,2018-12,59
159,부산,2019-01,12.7
159,부산,2019-02,51.5
159,부산,2019-03,75.4
159,부산,2019-04,85
159,부산,2019-05,76.1
159,부산,2019-06,324.3
159,부산,2019-07,358.9
159,부산,2019-08,156.3
159,부산,2019-09,279
159,부산,2019-10,139.9
159,부산,2019-11,13.8
159,부산,2019-12,50.3
159,부산,2020-01,127.7
159,부산,2020-02,94.9
159,부산,2020-03,58.8
159,부산,2020-04,83.5
159,부산,2020-05,96.2
159,부산,2020-06,321.1
159,부산,2020-07,796.8
159,부산,2020-08,399.2
159,부산,2020-09,230.5
159,부산,2020-10,26.4
159,부산,2020-11,36.3
159,부산,2020-12,10.2
159,부산,2021-01,25.8
159,부산,2021-02,49.5
159,부산,2021-03,127.5
159,부산,2021-04,107.1
159,부산,2021-05,139.2
159,부산,2021-06,232.3
159,부산,2021-07,399.9
159,부산,2021-08,481.2
159,부산,2021-09,164.7
159,부산,2021-10,18.2
159,부산,2021-11,57.9
159,부산,2021-12,4.5
159,부산,2022-01,0
159,부산,2022-02,0
159,부산,2022-03,127.4
159,부산,2022-04,130.6
159,부산,2022-05,5.4
159,부산,2022-06,152
159,부산,2022-07,145
159,부산,2022-08,176.7
159,부산,2022-09,162.4
159,부산,2022-10,9.7
159,부산,2022-11,61.3
159,부산,2022-12,21.4
159,부산,2023-01,79.2
159,부산,2023-02,30
159,부산,2023-03,76.2
159,부산,2023-04,101.6
162,통영,1968-01,15.9
162,통영,1968-02,15.1
162,통영,1968-03,65
162,통영,1968-04,63.8
162,통영,1968-05,76.4
162,통영,1968-06,59.3
162,통영,1968-07,118.9
162,통영,1968-08,270.1
162,통영,1968-09,94.8
162,통영,1968-10,118.5
162,통영,1968-11,55.6
162,통영,1968-12,46
162,통영,1969-01,50.8
162,통영,1969-02,47.8
162,통영,1969-03,22.2
162,통영,1969-04,225.2
162,통영,1969-05,141.7
162,통영,1969-06,141.4
162,통영,1969-07,292.2
162,통영,1969-08,320.1
162,통영,1969-09,449.5
162,통영,1969-10,9.7
162,통영,1969-11,33.2
162,통영,1969-12,53.9
162,통영,1970-01,7.2
162,통영,1970-02,57.2
162,통영,1970-03,23.9
162,통영,1970-04,136.7
162,통영,1970-05,224
162,통영,1970-06,221.9
162,통영,1970-07,460.3
162,통영,1970-08,416.3
162,통영,1970-09,308.6
162,통영,1970-10,47.5
162,통영,1970-11,15.9
162,통영,1970-12,37.7
162,통영,1971-01,30.6
162,통영,1971-02,42.1
162,통영,1971-03,80.1
162,통영,1971-04,60.4
162,통영,1971-05,67.2
162,통영,1971-06,233.5
162,통영,1971-07,327.5
162,통영,1971-08,231.6
162,통영,1971-09,41.8
162,통영,1971-10,16.1
162,통영,1971-11,1.7
162,통영,1971-12,7.8
162,통영,1972-01,104.5
162,통영,1972-02,36.1
162,통영,1972-03,191.4
162,통영,1972-04,150
162,통영,1972-05,178.9
162,통영,1972-06,150.9
162,통영,1972-07,238.9
162,통영,1972-08,281.1
162,통영,1972-09,139.2
162,통영,1972-10,48.3
162,통영,1972-11,122.4
162,통영,1972-12,20.6
162,통영,1973-01,70
162,통영,1973-02,43.7
162,통영,1973-03,17.2
162,통영,1973-04,184.2
162,통영,1973-05,224.4
162,통영,1973-06,85
162,통영,1973-07,138.3
162,통영,1973-08,46.2
162,통영,1973-09,246.4
162,통영,1973-10,80.7
162,통영,1973-11,59.8
162,통영,1973-12,5
162,통영,1974-01,34.2
162,통영,1974-02,45.4
162,통영,1974-03,83.7
162,통영,1974-04,249.4
162,통영,1974-05,389.9
162,통영,1974-06,231
162,통영,1974-07,356.8
162,통영,1974-08,63.6
162,통영,1974-09,14.6
162,통영,1974-10,62.3
162,통영,1974-11,15.8
162,통영,1974-12,32.8
162,통영,1975-01,23.7
162,통영,1975-02,17.9
162,통영,1975-03,84.6
162,통영,1975-04,214.4
162,통영,1975-05,142.2
162,통영,1975-06,151.2
162,통영,1975-07,295.4
162,통영,1975-08,192.9
162,통영,1975-09,201.5
162,통영,1975-10,64.4
162,통영,1975-11,106.9
162,통영,1975-12,45.4
162,통영,1976-01,2
162,통영,1976-02,107
162,통영,1976-03,90.9
162,통영,1976-04,216.7
162,통영,1976-05,106.6
162,통영,1976-06,127.1
162,통영,1976-07,94.8
162,통영,1976-08,141
162,통영,1976-09,71.7
162,통영,1976-10,66.8
162,통영,1976-11,34.7
162,통영,1976-12,51.4
162,통영,1977-01,7.1
162,통영,1977-02,0
162,통영,1977-03,120
162,통영,1977-04,326.9
162,통영,1977-05,161.1
162,통영,1977-06,197.1
162,통영,1977-07,131
162,통영,1977-08,73.4
162,통영,1977-09,106.1
162,통영,1977-10,19.6
162,통영,1977-11,96.6
162,통영,1977-12,32.2
162,통영,1978-01,19.7
162,통영,1978-02,28
162,통영,1978-03,79.2
162,통영,1978-04,34.7
162,통영,1978-05,13.5
162,통영,1978-06,423.3
162,통영,1978-07,92.5
162,통영,1978-08,157.8
162,통영,1978-09,65.7
162,통영,1978-10,66.7
162,통영,1978-11,57.3
162,통영,1978-12,29.9
162,통영,1979-01,27.8
162,통영,1979-02,80.7
162,통영,1979-03,52.9
162,통영,1979-04,154.6
162,통영,1979-05,163
162,통영,1979-06,275.1
162,통영,1979-07,221.9
162,통영,1979-08,487.6
162,통영,1979-09,191
162,통영,1979-10,2.3
162,통영,1979-11,30.4
162,통영,1979-12,56
162,통영,1980-01,16.3
162,통영,1980-02,30.8
162,통영,1980-03,104.6
162,통영,1980-04,158.5
162,통영,1980-05,246.5
162,통영,1980-06,99.6
162,통영,1980-07,357.4
162,통영,1980-08,392
162,통영,1980-09,167.4
162,통영,1980-10,196.5
162,통영,1980-11,43.6
162,통영,1980-12,22.8
162,통영,1981-01,36.3
162,통영,1981-02,50.6
162,통영,1981-03,33
162,통영,1981-04,73.7
162,통영,1981-05,37.2
162,통영,1981-06,181
162,통영,1981-07,290.7
162,통영,1981-08,126.4
162,통영,1981-09,218.6
162,통영,1981-10,55.2
162,통영,1981-11,35.1
162,통영,1981-12,4.7
162,통영,1982-01,22
162,통영,1982-02,34.3
162,통영,1982-03,105.8
162,통영,1982-04,117.9
162,통영,1982-05,82.9
162,통영,1982-06,23.7
162,통영,1982-07,275.7
162,통영,1982-08,322.1
162,통영,1982-09,66.7
162,통영,1982-10,20.3
162,통영,1982-11,126.9
162,통영,1982-12,6.7
162,통영,1983-01,29.5
162,통영,1983-02,46.9
162,통영,1983-03,113.5
162,통영,1983-04,235.2
162,통영,1983-05,110.7
162,통영,1983-06,115.6
162,통영,1983-07,206.5
162,통영,1983-08,155.1
162,통영,1983-09,277.4
162,통영,1983-10,63
162,통영,1983-11,5
162,통영,1983-12,9.3
162,통영,1984-01,1.9
162,통영,1984-02,12
162,통영,1984-03,12
162,통영,1984-04,125.4
162,통영,1984-05,69.8
162,통영,1984-06,260
162,통영,1984-07,231
162,통영,1984-08,231
162,통영,1984-09,146
162,통영,1984-10,15.1
162,통영,1984-11,55.3
162,통영,1984-12,15
162,통영,1985-01,1.4
162,통영,1985-02,66.8
162,통영,1985-03,135.2
162,통영,1985-04,111.8
162,통영,1985-05,402.2
162,통영,1985-06,558.4
162,통영,1985-07,237
162,통영,1985-08,189
162,통영,1985-09,82.5
162,통영,1985-10,181.7
162,통영,1985-11,105.9
162,통영,1985-12,7.1
162,통영,1986-01,3.5
162,통영,1986-02,24.2
162,통영,1986-03,59.7
162,통영,1986-04,119.2
162,통영,1986-05,182.4
162,통영,1986-06,305
162,통영,1986-07,205.2
162,통영,1986-08,56.7
162,통영,1986-09,154.9
162,통영,1986-10,66.5
162,통영,1986-11,5.7
162,통영,1986-12,40.5
162,통영,1987-01,51.3
162,통영,1987-02,38.6
162,통영,1987-03,85.6
162,통영,1987-04,134
162,통영,1987-05,100.6
162,통영,1987-06,167.1
162,통영,1987-07,420
162,통영,1987-08,322.8
162,통영,1987-09,43.7
162,통영,1987-10,88.9
162,통영,1987-11,33.2
162,통영,1988-01,14.7
162,통영,1988-02,3.7
162,통영,1988-03,81.7
162,통영,1988-04,115.1
162,통영,1988-05,133.8
162,통영,1988-06,188.1
162,통영,1988-07,174.1
162,통영,1988-08,55.6
162,통영,1988-09,63.5
162,통영,1988-10,4.3
162,통영,1988-11,2.5
162,통영,1988-12,7.9
162,통영,1989-01,109.7
162,통영,1989-02,103.5
162,통영,1989-03,61.8
162,통영,1989-04,43.4
162,통영,1989-05,23.2
162,통영,1989-06,232.4
162,통영,1989-07,493.7
162,통영,1989-08,171.5
162,통영,1989-09,275.6
162,통영,1989-10,5
162,통영,1989-11,99.3
162,통영,1989-12,9.3
162,통영,1990-01,42.8
162,통영,1990-02,125.1
162,통영,1990-03,84.3
162,통영,1990-04,182.1
162,통영,1990-05,143.4
162,통영,1990-06,207.5
162,통영,1990-07,90.7
162,통영,1990-08,59.5
162,통영,1990-09,234.1
162,통영,1990-10,8.3
162,통영,1990-11,66.1
162,통영,1990-12,1.4
162,통영,1991-01,38.4
162,통영,1991-02,44.2
162,통영,1991-03,137.8
162,통영,1991-04,69.1
162,통영,1991-05,72.5
162,통영,1991-06,335.5
162,통영,1991-07,421.5
162,통영,1991-08,445.4
162,통영,1991-09,121.8
162,통영,1991-10,.1
162,통영,1991-11,19.5
162,통영,1991-12,42.1
162,통영,1992-01,24.2
162,통영,1992-02,60.3
162,통영,1992-03,86.1
162,통영,1992-04,207.3
162,통영,1992-05,157
162,통영,1992-06,68.5
162,통영,1992-07,168.9
162,통영,1992-08,264.2
162,통영,1992-09,187
162,통영,1992-10,39.5
162,통영,1992-11,19.3
162,통영,1992-12,72.1
162,통영,1993-01,34.8
162,통영,1993-02,102.1
162,통영,1993-03,81.5
162,통영,1993-04,45.1
162,통영,1993-05,154.9
162,통영,1993-06,190.3
162,통영,1993-07,198.1
162,통영,1993-08,606.3
162,통영,1993-09,64.1
162,통영,1993-10,61.8
162,통영,1993-11,82.9
162,통영,1993-12,41.6
162,통영,1994-01,32.6
162,통영,1994-02,18.6
162,통영,1994-03,29.2
162,통영,1994-04,87.5
162,통영,1994-05,321.5
162,통영,1994-06,45.3
162,통영,1994-07,70.8
162,통영,1994-08,60.4
162,통영,1994-09,19.4
162,통영,1994-10,71.7
162,통영,1994-11,25
162,통영,1994-12,10.5
162,통영,1995-01,46.1
162,통영,1995-02,17.9
162,통영,1995-03,79
162,통영,1995-04,99.5
162,통영,1995-05,120.1
162,통영,1995-06,115.3
162,통영,1995-07,294.5
162,통영,1995-08,84.9
162,통영,1995-09,55.5
162,통영,1995-10,39.6
162,통영,1995-11,8.1
162,통영,1995-12,0
162,통영,1996-01,33.1
162,통영,1996-02,15.6
162,통영,1996-03,190.1
162,통영,1996-04,64.7
162,통영,1996-05,30.4
162,통영,1996-06,356.6
162,통영,1996-07,214.4
162,통영,1996-08,145.8
162,통영,1996-09,20.4
162,통영,1996-10,31.2
162,통영,1996-11,63.4
162,통영,1996-12,26.8
162,통영,1997-01,10
162,통영,1997-02,6.8
162,통영,1997-03,65.9
162,통영,1997-04,116.6
162,통영,1997-05,310
162,통영,1997-06,226.1
162,통영,1997-07,223.6
162,통영,1997-08,173.6
162,통영,1997-09,19.4
162,통영,1997-10,0
162,통영,1997-11,213.9
162,통영,1997-12,68.4
162,통영,1998-01,65.4
162,통영,1998-02,77.1
162,통영,1998-03,69
162,통영,1998-04,200.7
162,통영,1998-05,126.6
162,통영,1998-06,350
162,통영,1998-07,191.3
162,통영,1998-08,229.5
162,통영,1998-09,224.2
162,통영,1998-10,110.1
162,통영,1998-11,19.4
162,통영,1998-12,2.2
162,통영,1999-01,46.7
162,통영,1999-02,34.6
162,통영,1999-03,169.3
162,통영,1999-04,88.4
162,통영,1999-05,165.5
162,통영,1999-06,282.4
162,통영,1999-07,794.8
162,통영,1999-08,554.8
162,통영,1999-09,282
162,통영,1999-10,117.5
162,통영,1999-11,19.1
162,통영,1999-12,0
162,통영,2000-01,27.7
162,통영,2000-02,0
162,통영,2000-03,51.5
162,통영,2000-04,59.2
162,통영,2000-05,85.5
162,통영,2000-06,133.5
162,통영,2000-07,383.7
162,통영,2000-08,339.2
162,통영,2000-09,244.5
162,통영,2000-10,60.5
162,통영,2000-11,68.5
162,통영,2000-12,4.2
162,통영,2001-01,67.4
162,통영,2001-02,64.8
162,통영,2001-03,8.5
162,통영,2001-04,47.1
162,통영,2001-05,50.4
162,통영,2001-06,276.9
162,통영,2001-07,260.2
162,통영,2001-08,121.9
162,통영,2001-09,82.5
162,통영,2001-10,125.4
162,통영,2001-11,12.6
162,통영,2001-12,35
162,통영,2002-01,53.6
162,통영,2002-02,15.1
162,통영,2002-03,140.7
162,통영,2002-04,271.2
162,통영,2002-05,134.4
162,통영,2002-06,71
162,통영,2002-07,297.6
162,통영,2002-08,672.7
162,통영,2002-09,80.2
162,통영,2002-10,73.1
162,통영,2002-11,9.4
162,통영,2002-12,56.1
162,통영,2003-01,20.4
162,통영,2003-02,47.9
162,통영,2003-03,60.1
162,통영,2003-04,187.8
162,통영,2003-05,260.2
162,통영,2003-06,276
162,통영,2003-07,482.9
162,통영,2003-08,309.6
162,통영,2003-09,224
162,통영,2003-10,5.3
162,통영,2003-11,53.2
162,통영,2003-12,17.6
162,통영,2004-01,1
162,통영,2004-02,73.6
162,통영,2004-03,46.6
162,통영,2004-04,215.1
162,통영,2004-05,286.2
162,통영,2004-06,184
162,통영,2004-07,68.5
162,통영,2004-08,220.1
162,통영,2004-09,196.1
162,통영,2004-10,10.6
162,통영,2004-11,60.5
162,통영,2004-12,26
162,통영,2005-01,16.6
162,통영,2005-02,39
162,통영,2005-03,95.3
162,통영,2005-04,142
162,통영,2005-05,180.8
162,통영,2005-06,188.5
162,통영,2005-07,182.1
162,통영,2005-08,181.6
162,통영,2005-09,192.2
162,통영,2005-10,16.1
162,통영,2005-11,32.5
162,통영,2005-12,2
162,통영,2006-01,16.5
162,통영,2006-02,41.1
162,통영,2006-03,22.1
162,통영,2006-04,169.6
162,통영,2006-05,230.6
162,통영,2006-06,249
162,통영,2006-07,536.1
162,통영,2006-08,63.1
162,통영,2006-09,144
162,통영,2006-10,19.7
162,통영,2006-11,33.9
162,통영,2006-12,11
162,통영,2007-01,6.3
162,통영,2007-02,91.3
162,통영,2007-03,86.8
162,통영,2007-04,49.2
162,통영,2007-05,153.3
162,통영,2007-06,84
162,통영,2007-07,284.1
162,통영,2007-08,188.4
162,통영,2007-09,222.1
162,통영,2007-10,125.2
162,통영,2007-11,0
162,통영,2007-12,51.1
162,통영,2008-01,23.1
162,통영,2008-02,11.2
162,통영,2008-03,65
162,통영,2008-04,97.6
162,통영,2008-05,226.8
162,통영,2008-06,252.7
162,통영,2008-07,168.2
162,통영,2008-08,229.5
162,통영,2008-09,29.4
162,통영,2008-10,23.9
162,통영,2008-11,17.1
162,통영,2008-12,5.5
162,통영,2009-01,12
162,통영,2009-02,61
162,통영,2009-03,76.1
162,통영,2009-04,120
162,통영,2009-05,204
162,통영,2009-06,195.7
162,통영,2009-07,652.2
162,통영,2009-08,78.8
162,통영,2009-09,36.4
162,통영,2009-10,61.6
162,통영,2009-11,40.3
162,통영,2009-12,10.5
162,통영,2010-01,28.2
162,통영,2010-02,78
162,통영,2010-03,157.7
162,통영,2010-04,165.2
162,통영,2010-05,175.5
162,통영,2010-06,71.4
162,통영,2010-07,224.2
162,통영,2010-08,184.5
162,통영,2010-09,251.2
162,통영,2010-10,30.2
162,통영,2010-11,.5
162,통영,2010-12,31.2
162,통영,2011-01,0
162,통영,2011-02,87.3
162,통영,2011-03,39.5
162,통영,2011-04,137.1
162,통영,2011-05,180.7
162,통영,2011-06,240.4
162,통영,2011-07,224.6
162,통영,2011-08,285.5
162,통영,2011-09,40.3
162,통영,2011-10,116
162,통영,2011-11,166.5
162,통영,2011-12,7
162,통영,2012-01,7
162,통영,2012-02,26
162,통영,2012-03,137.4
162,통영,2012-04,244.1
162,통영,2012-05,59.5
162,통영,2012-06,70.5
162,통영,2012-07,273.9
162,통영,2012-08,252.3
162,통영,2012-09,285
162,통영,2012-10,59.5
162,통영,2012-11,74
162,통영,2012-12,122
162,통영,2013-01,18.5
162,통영,2013-02,67
162,통영,2013-03,81.6
162,통영,2013-04,112
162,통영,2013-05,215.5
162,통영,2013-06,185.9
162,통영,2013-07,147
162,통영,2013-08,104
162,통영,2013-09,49.4
162,통영,2013-10,102.6
162,통영,2013-11,68.8
162,통영,2013-12,9.6
162,통영,2014-01,13.1
162,통영,2014-02,42.5
162,통영,2014-03,177.7
162,통영,2014-04,107.1
162,통영,2014-05,142.5
162,통영,2014-06,67.3
162,통영,2014-07,193.1
162,통영,2014-08,589.4
162,통영,2014-09,108.8
162,통영,2014-10,168.3
162,통영,2014-11,66.2
162,통영,2014-12,21.1
162,통영,2015-01,60.8
162,통영,2015-02,57.1
162,통영,2015-03,101.4
162,통영,2015-04,301
162,통영,2015-05,160.1
162,통영,2015-06,85.8
162,통영,2015-07,180.9
162,통영,2015-08,171.4
162,통영,2015-09,123
162,통영,2015-10,73.8
162,통영,2015-11,97.2
162,통영,2015-12,51.3
162,통영,2016-01,70.7
162,통영,2016-02,93.2
162,통영,2016-03,133.1
162,통영,2016-04,262.9
162,통영,2016-05,106.8
162,통영,2016-06,112.7
162,통영,2016-07,235.5
162,통영,2016-08,61.7
162,통영,2016-09,543.3
162,통영,2016-10,194
162,통영,2016-11,61.7
162,통영,2016-12,118.1
162,통영,2017-01,16.2
162,통영,2017-02,43
162,통영,2017-03,32.6
162,통영,2017-04,148.5
162,통영,2017-05,34.8
162,통영,2017-06,68.4
162,통영,2017-07,223.3
162,통영,2017-08,169.7
162,통영,2017-09,362.2
162,통영,2017-10,132.1
162,통영,2017-11,1
162,통영,2017-12,17.6
162,통영,2018-01,33.8
162,통영,2018-02,40.9
162,통영,2018-03,222.3
162,통영,2018-04,170.4
162,통영,2018-05,227.2
162,통영,2018-06,306.5
162,통영,2018-07,139.2
162,통영,2018-08,177.4
162,통영,2018-09,529.4
162,통영,2018-10,170.3
162,통영,2018-11,41.8
162,통영,2018-12,59.5
162,통영,2019-01,18.3
162,통영,2019-02,53.2
162,통영,2019-03,65.6
162,통영,2019-04,105.6
162,통영,2019-05,95.2
162,통영,2019-06,411.3
162,통영,2019-07,329.3
162,통영,2019-08,79.2
162,통영,2019-09,237.1
162,통영,2019-10,223.9
162,통영,2019-11,26.1
162,통영,2019-12,39.8
162,통영,2020-01,124.6
162,통영,2020-02,75
162,통영,2020-03,61.8
162,통영,2020-04,72.2
162,통영,2020-05,119.5
162,통영,2020-06,371.3
162,통영,2020-07,607.8
162,통영,2020-08,273.4
162,통영,2020-09,338.2
162,통영,2020-10,28
162,통영,2020-11,54.4
162,통영,2020-12,11.5
162,통영,2021-01,19.3
162,통영,2021-02,70.3
162,통영,2021-03,157.8
162,통영,2021-04,103.1
162,통영,2021-05,163.1
162,통영,2021-06,182.3
162,통영,2021-07,404.5
162,통영,2021-08,477
162,통영,2021-09,145.5
162,통영,2021-10,5.9
162,통영,2021-11,67.1
162,통영,2021-12,4.2
162,통영,2022-01,0
162,통영,2022-02,0
162,통영,2022-03,121
162,통영,2022-04,191.7
162,통영,2022-05,.1
162,통영,2022-06,101.5
162,통영,2022-07,151.8
162,통영,2022-08,186.9
162,통영,2022-09,159.4
162,통영,2022-10,10.4
162,통영,2022-11,46.9
162,통영,2022-12,18.1
162,통영,2023-01,74.8
162,통영,2023-02,35.5
162,통영,2023-03,60.6
162,통영,2023-04,104
164,무안,1993-01,30.1
164,무안,1993-02,65.9
164,무안,1993-03,77.7
164,무안,1993-04,12.7
164,무안,1993-05,110
164,무안,1993-06,109.7
164,무안,1993-07,296.2
164,무안,1993-08,314.3
164,무안,1993-09,23.5
164,무안,1993-10,31.5
164,무안,1993-11,96.6
164,무안,1993-12,25.6
164,무안,1994-01,30.6
164,무안,1994-02,34.4
164,무안,1994-03,27.5
164,무안,1994-04,43
164,무안,1994-05,134.5
164,무안,1994-06,110
164,무안,1994-07,11.5
164,무안,1994-08,209.5
164,무안,1994-09,20
164,무안,1994-10,149
164,무안,1994-11,19.5
164,무안,1994-12,38.3
164,무안,1995-01,43
164,무안,1995-02,29.5
164,무안,1995-03,33.5
164,무안,1995-04,131.5
164,무안,1995-05,76.5
164,무안,1995-06,80.5
164,무안,1995-07,103.5
164,무안,1995-08,202.5
164,무안,1995-09,20
164,무안,1995-10,15.5
164,무안,1995-11,27.5
164,무안,1995-12,9.5
164,무안,1996-01,30.3
164,무안,1996-02,6.4
164,무안,1996-03,144.5
164,무안,1996-04,48.5
164,무안,1996-05,33
164,무안,1996-06,297.5
164,무안,1996-07,192
164,무안,1996-08,256.5
164,무안,1996-09,68.5
164,무안,1996-10,67.5
164,무안,1996-11,83
164,무안,1996-12,24.3
164,무안,1997-01,5.3
164,무안,1997-02,27.2
164,무안,1997-03,63.5
164,무안,1997-04,66.5
164,무안,1997-05,109.5
164,무안,1997-06,124.5
164,무안,1997-07,327
164,무안,1997-08,259
164,무안,1997-09,20.5
164,무안,1997-10,5.5
164,무안,1997-11,166
164,무안,1997-12,53.9
164,무안,1998-01,44
164,무안,1998-02,28
164,무안,1998-03,70.4
164,무안,1998-04,129.6
164,무안,1998-05,155
164,무안,1998-06,410.8
164,무안,1998-07,316.9
164,무안,1998-08,389.7
164,무안,1998-09,466.8
164,무안,1998-10,64.1
164,무안,1998-11,42.2
164,무안,1998-12,7
164,무안,1999-01,44.3
164,무안,1999-02,28
164,무안,1999-03,129.7
164,무안,1999-04,70.2
164,무안,1999-05,136.7
164,무안,1999-06,148.2
164,무안,1999-07,224.4
164,무안,1999-08,307.9
164,무안,1999-09,330
164,무안,1999-10,120.2
164,무안,1999-11,29
164,무안,1999-12,22.5
164,무안,2000-01,32.3
164,무안,2000-02,13.7
164,무안,2000-03,20
164,무안,2000-04,11
164,무안,2000-05,29.2
164,무안,2000-06,203.9
164,무안,2000-07,162.9
165,목포,1961-01,46.7
165,목포,1961-02,27.9
165,목포,1961-03,149.5
165,목포,1961-04,87.1
165,목포,1961-05,142.5
165,목포,1961-06,72.3
165,목포,1961-07,218.8
165,목포,1961-08,135.9
165,목포,1961-09,140.3
165,목포,1961-10,134.8
165,목포,1961-11,89.8
165,목포,1961-12,27.9
165,목포,1962-01,45.9
165,목포,1962-02,34.4
165,목포,1962-03,15.4
165,목포,1962-04,128.1
165,목포,1962-05,21.9
165,목포,1962-06,111.5
165,목포,1962-07,164.6
165,목포,1962-08,294.4
165,목포,1962-09,209.6
165,목포,1962-10,61.9
165,목포,1962-11,66.9
165,목포,1962-12,18.8
165,목포,1963-01,48.9
165,목포,1963-02,11.7
165,목포,1963-03,41.4
165,목포,1963-04,114.7
165,목포,1963-05,167.7
165,목포,1963-06,528.7
165,목포,1963-07,346.2
165,목포,1963-08,51.2
165,목포,1963-09,48.7
165,목포,1963-10,67.9
165,목포,1963-11,20.3
165,목포,1963-12,30
165,목포,1964-01,17.8
165,목포,1964-02,100.4
165,목포,1964-03,54.7
165,목포,1964-04,188.9
165,목포,1964-05,47.3
165,목포,1964-06,135.9
165,목포,1964-07,95.7
165,목포,1964-08,51.1
165,목포,1964-09,164.8
165,목포,1964-10,11.3
165,목포,1964-11,24.1
165,목포,1964-12,3.1
165,목포,1965-01,47
165,목포,1965-02,37.2
165,목포,1965-03,20
165,목포,1965-04,81.6
165,목포,1965-05,42.8
165,목포,1965-06,28.2
165,목포,1965-07,187.8
165,목포,1965-08,218.2
165,목포,1965-09,3.3
165,목포,1965-10,37.3
165,목포,1965-11,73
165,목포,1965-12,64.5
165,목포,1966-01,15.4
165,목포,1966-02,38.7
165,목포,1966-03,132.6
165,목포,1966-04,95.3
165,목포,1966-05,117.9
165,목포,1966-06,120.2
165,목포,1966-07,62.3
165,목포,1966-08,138.9
165,목포,1966-09,45.5
165,목포,1966-10,27.9
165,목포,1966-11,55.3
165,목포,1966-12,20.6
165,목포,1967-01,25.4
165,목포,1967-02,13.7
165,목포,1967-03,51.6
165,목포,1967-04,80.6
165,목포,1967-05,22.7
165,목포,1967-06,160.3
165,목포,1967-07,159.3
165,목포,1967-08,24.7
165,목포,1967-09,19
165,목포,1967-10,5.6
165,목포,1967-11,122.5
165,목포,1967-12,15.2
165,목포,1968-01,6
165,목포,1968-02,5.1
165,목포,1968-03,69.4
165,목포,1968-04,67.2
165,목포,1968-05,28.9
165,목포,1968-06,35.7
165,목포,1968-07,49.7
165,목포,1968-08,175.6
165,목포,1968-09,86.9
165,목포,1968-10,112.4
165,목포,1968-11,66.7
165,목포,1968-12,28.7
165,목포,1969-01,85.6
165,목포,1969-02,60.9
165,목포,1969-03,21
165,목포,1969-04,117.5
165,목포,1969-05,103.9
165,목포,1969-06,92.5
165,목포,1969-07,205.7
165,목포,1969-08,239
165,목포,1969-09,364.3
165,목포,1969-10,5.1
165,목포,1969-11,22.3
165,목포,1969-12,66.9
165,목포,1970-01,10
165,목포,1970-02,44.1
165,목포,1970-03,13.5
165,목포,1970-04,98.5
165,목포,1970-05,72.9
